Agency,Average Number of Days to Adjudicate,Component,Median Number of Days to Adjudicate,Number Denied,Number Granted,Year
HHS,,SAMHSA,,0.0,0.0,2014
HHS,,OS,,0.0,1.0,2014
HHS,,OASH,,0.0,0.0,2014
HHS,1.0,ACL,1.0,0.0,5.0,2014
HUD,1.0,HQ,1.0,35.0,1.0,2014
HUD,2.4,OIG,1.0,5.0,0.0,2014
HUD,,R01,,0.0,0.0,2014
HUD,22.0,R02,22.0,0.0,1.0,2014
HUD,7.0,R03,7.0,1.0,3.0,2014
HUD,7.0,R04,1.0,1.0,3.0,2014
HUD,1.0,R05,1.0,1.0,0.0,2014
HUD,1.0,R06,1.0,1.0,0.0,2014
HUD,,R07,,0.0,0.0,2014
HUD,,R08,,0.0,0.0,2014
HUD,32.0,R09,32.0,1.0,1.0,2014
HUD,1.0,R0X,1.0,2.0,0.0,2014
IAF,,IAF,,0.0,0.0,2014
IMLS,,IMLS,,0.0,0.0,2014
LSC,,OLA,,0.0,0.0,2014
LSC,,OIG,,0.0,0.0,2014
MCC,,MCC,,0.0,0.0,2014
MSPB,,MSPB,,0.0,0.0,2014
NARA,12.16,NARA,6.0,31.0,36.0,2014
NASA,,AFRC,,0.0,0.0,2014
NASA,,ARC,,0.0,0.0,2014
NASA,,GRC,,0.0,0.0,2014
NASA,,GSFC,,0.0,0.0,2014
NASA,1.0,HQ,1.0,2.0,1.0,2014
NASA,,JPL,,0.0,0.0,2014
NASA,28.5,JSC,28.5,2.0,0.0,2014
NASA,2.0,KSC,2.0,5.0,0.0,2014
NASA,,LaRC,,0.0,0.0,2014
NASA,1.0,MSFC,1.0,1.0,1.0,2014
NASA,,NSSC,,0.0,0.0,2014
NASA,,OGC,,0.0,0.0,2014
NASA,,OIG,,0.0,0.0,2014
NASA,,SSC,,0.0,0.0,2014
NCPC,2.0,NCPC,2.0,0.0,1.0,2014
NCUA,2.0,NCUA,2.0,0.0,3.0,2014
NEA,,NEA,,0.0,0.0,2014
NEH,1.8,NEH,1.0,0.0,13.0,2014
NIGC,,NIGC,,0.0,0.0,2014
NLRB,16.0,NLRB,20.0,5.0,1.0,2014
NMB,,NMB,,0.0,0.0,2014
NRPC,1.0,NRPC,1.0,4.0,12.0,2014
NSF,,OGC,,0.0,0.0,2014
NSF,,OIG,,0.0,0.0,2014
NTSB,,NTSB,,0.0,0.0,2014
ODNI,,ODNI,,0.0,0.0,2014
OGE,,OGE,,0.0,0.0,2014
OMB,20.0,OMB,20.0,0.0,3.0,2014
ONDCP,,ONDCP,,0.0,0.0,2014
ONHIR,,ONHIR,,0.0,0.0,2014
OPIC,2.0,OPIC,2.0,0.0,1.0,2014
OPM,1.0,OPM,1.0,1.0,3.0,2014
OSC,,OSC,,0.0,0.0,2014
OSHRC,,OSHRC,,0.0,0.0,2014
OSTP,,OSTP,,0.0,0.0,2014
PBGC,8.22,PBGC,9.0,8.0,1.0,2014
PC,,FOIA Office,,0.0,0.0,2014
PC,,OIG,,0.0,0.0,2014
PCLOB,,PCLOB,,0.0,0.0,2014
PRC,9.0,PRC,12.0,0.0,9.0,2014
RATB,5.0,RATB,5.0,1.0,0.0,2014
SBA,12.0,SBA,11.0,0.0,7.0,2014
SEC,2.16,SEC,1.0,128.0,20.0,2014
SIGAR,,SIGAR,,0.0,0.0,2014
SSA,21.0,SSA,9.0,4.0,0.0,2014
SSS,,SSS,,0.0,0.0,2014
State,7.0,DoS,1.0,275.0,406.0,2014
State,,OIG,,0.0,0.0,2014
STB,4.0,STB,4.0,2.0,0.0,2014
Treasury,1.0,BEP,1.0,2.0,4.0,2014
Treasury,3.0,DO,1.0,108.0,16.0,2014
Treasury,1.0,FinCEN,1.0,8.0,0.0,2014
Treasury,11.09,IRS,6.0,10.0,34.0,2014
Treasury,7.0,MINT,7.0,13.0,0.0,2014
Treasury,4.07,OCC,1.0,11.0,3.0,2014
Treasury,8.25,TIGTA,1.0,1.0,7.0,2014
Treasury,1.0,TTB,1.0,8.0,0.0,2014
Treasury,1.0,Fiscal Service,1.0,37.0,0.0,2014
TVA,20.0,TVA,20.0,1.0,13.0,2014
U.S. CPSC,1.0,U.S. CPSC,1.0,0.0,1.0,2014
U.S. DOL,54.0,ADJ BDS,54.0,1.0,0.0,2014
U.S. DOL,7.9,ALJ,8.0,1.0,6.0,2014
U.S. DOL,211.0,ASP,186.0,3.0,0.0,2014
U.S. DOL,18.4,BLS,18.0,5.0,0.0,2014
U.S. DOL,8.1,CFO,1.0,3.0,8.0,2014
U.S. DOL,24.6,EBSA,7.0,19.0,10.0,2014
U.S. DOL,7.0,ETA,3.0,122.0,7.0,2014
U.S. DOL,,EXEC SEC,,0.0,0.0,2014
U.S. DOL,103.5,ILAB,103.5,1.0,1.0,2014
U.S. DOL,24.6,MSHA,11.5,9.0,15.0,2014
U.S. DOL,61.1,OASAM,37.0,24.0,9.0,2014
U.S. DOL,221.4,OCIA,40.0,1.0,16.0,2014
U.S. DOL,3.0,ODEP,3.0,0.0,2.0,2014
U.S. DOL,12.0,OFCCP,6.0,8.0,0.0,2014
U.S. DOL,2.0,OIG,3.0,0.0,9.0,2014
U.S. DOL,15.4,OLMS,7.0,6.0,1.0,2014
U.S. DOL,530.0,OPA,530.0,1.0,0.0,2014
U.S. DOL,93.5,OSEC,48.0,2.0,13.0,2014
U.S. DOL,94.7,OSHA,7.0,134.0,123.0,2014
U.S. DOL,370.7,OWCP,59.5,41.0,1.0,2014
U.S. DOL,172.7,SOL,36.0,19.0,7.0,2014
U.S. DOL,100.3,VETS,41.5,8.0,0.0,2014
U.S. DOL,166.5,WB,166.5,2.0,0.0,2014
U.S. DOL,37.4,WHD,20.0,287.0,152.0,2014
US ADF,,US ADF,,0.0,0.0,2014
US RRB,,OIG,,0.0,0.0,2014
US RRB,,RRB,,0.0,0.0,2014
USAID,3.24,USAID,2.0,7.0,27.0,2014
USCCR,4.0,USCCR,4.0,0.0,10.0,2014
USDA,1.3,AMS,1.0,0.0,30.0,2014
USDA,1.0,APHIS,1.0,0.0,6.0,2014
USDA,11.0,ASCR,11.0,0.0,1.0,2014
USDA,0.0,FAS,0.0,0.0,0.0,2014
USDA,1.0,FNCS,1.0,0.0,5.0,2014
USDA,6.0,FS,1.0,7.0,220.0,2014
USDA,3.0,FSA,1.0,43.0,741.0,2014
USDA,1.0,FSIS,1.0,3.0,3.0,2014
USDA,1.0,GIPSA,1.0,0.0,5.0,2014
USDA,0.0,NAD,0.0,0.0,0.0,2014
USDA,3.81,NRCS,1.0,2.0,14.0,2014
USDA,0.0,OBPA,0.0,0.0,0.0,2014
USDA,0.0,OCFO,0.0,0.0,0.0,2014
USDA,0.0,OGC,0.0,0.0,0.0,2014
USDA,0.0,OIG,0.0,0.0,0.0,2014
USDA,1.0,OSEC/OCIO/DM,1.0,8.0,11.0,2014
USDA,0.0,RD,0.0,0.0,0.0,2014
USDA,1.0,REE,0.5,0.0,6.0,2014
USDA,7.5,RMA,7.5,1.0,1.0,2014
USIBWC,24.9,USIBWC,14.0,4.0,19.0,2014
USITC,2.0,USITC,2.0,1.0,0.0,2014
USNRC,1.0,USNRC,1.0,25.0,110.0,2014
USPS,2.44,PS,1.0,6.0,3.0,2014
USPS,,OIG,,0.0,0.0,2014
USPS,,PIS,,0.0,0.0,2014
USTDA,,USTDA,,0.0,0.0,2014
USTR,8.0,USTR,9.0,1.0,15.0,2014
VA,,Admin,,0.0,0.0,2014
VA,,BVA,,0.0,0.0,2014
VA,,C&LA,,0.0,0.0,2014
VA,,CFM,,0.0,0.0,2014
VA,4.17,GC,2.0,0.0,6.0,2014
VA,,HRM,,0.0,0.0,2014
VA,,IG,,0.0,0.0,2014
VA,,Mgmt,,0.0,0.0,2014
VA,,NCA,,0.0,0.0,2014
VA,1.0,OAL,1.0,2.0,0.0,2014
VA,,OASHRA,,0.0,0.0,2014
VA,,OASP&IA,,0.0,0.0,2014
VA,,ODASB,,0.0,0.0,2014
VA,1.0,ODASIA,1.0,0.0,1.0,2014
VA,,ODI,,0.0,0.0,2014
VA,,OF,,0.0,0.0,2014
VA,42.0,OIT,3.0,0.0,3.0,2014
VA,1.0,ORM,1.0,0.0,1.0,2014
VA,,OSDBU,,0.0,0.0,2014
VA,,OSP,,0.0,0.0,2014
VA,,P&P,,0.0,0.0,2014
VA,,PA,,0.0,0.0,2014
VA,0.67,SEC,1.0,0.0,9.0,2014
VA,15.97,VBA,6.0,0.0,31.0,2014
VA,3.68,VHA,1.0,48.0,249.0,2014
ABMC,,ABMC,,0.0,0.0,2015
ACUS,,ACUS,,0.0,0.0,2015
AFRH,9.0,AFRH,9.0,1.0,0.0,2015
BBG,19.0,BBG,10.0,9.0,2.0,2015
CEQ,5.06,CEQ,3.0,0.0,31.0,2015
CFPB,5.0,CFPB,5.0,1.0,0.0,2015
CFTC,1.5,CFTC,1.0,4.0,0.0,2015
CIA,12.07,CIA,6.5,14.0,6.0,2015
CIGIE,,CIGIE,,0.0,0.0,2015
CNCS,4.0,CNCS,3.0,0.0,3.0,2015
CO,,CO,,0.0,0.0,2015
CPPBSD,,CPPBSD,,0.0,0.0,2015
CSB,,CSB,,0.0,0.0,2015
CSOSA,,CSOSA,,0.0,0.0,2015
DHS,78.61,CBP,8.0,243.0,27.0,2015
DHS,,CRCL,,0.0,0.0,2015
DHS,,FEMA,,0.0,0.0,2015
DHS,,FLETC,,0.0,0.0,2015
DHS,2.8,I&A,2.5,22.0,4.0,2015
DHS,10.77,ICE,1.0,146.0,66.0,2015
DHS,,NPPD,,0.0,0.0,2015
DHS,13.67,OIG,8.0,3.0,0.0,2015
DHS,6.35,PRIV,1.0,14.0,13.0,2015
DHS,1.75,S&T,2.0,0.0,2.0,2015
DHS,,TSA,,0.0,0.0,2015
DHS,,USCG,,0.0,0.0,2015
DHS,4.69,USCIS,2.0,220.0,174.0,2015
DHS,,USSS,,0.0,0.0,2015
DNFSB,,DNFSB,,0.0,0.0,2015
DOC,8.0,BIS,3.0,8.0,9.0,2015
DOC,13.0,Census,9.0,13.0,2.0,2015
DOC,1.0,EDA,1.0,0.0,11.0,2015
DOC,,ESA,,0.0,0.0,2015
DOC,50.0,ITA,43.0,4.0,0.0,2015
DOC,,MBDA,,0.0,0.0,2015
DOC,3.0,NIST,2.0,3.0,0.0,2015
DOC,95.0,NOAA,16.0,68.0,127.0,2015
DOC,17.0,NTIA,15.0,8.0,3.0,2015
DOC,6.0,NTIS,5.0,1.0,2.0,2015
DOC,3.0,OIG,3.0,4.0,0.0,2015
DOC,213.0,OS,13.0,11.0,15.0,2015
DOC,1.0,PTO,1.0,0.0,1.0,2015
DoD,1.0,AF,0.0,165.0,179.0,2015
DoD,8.0,AFRICOM,8.0,0.0,12.0,2015
DoD,7.0,ARMY,0.0,93.0,585.0,2015
DoD,0.0,ASBCA,0.0,0.0,0.0,2015
DoD,7.0,CENTCOM,4.0,49.0,1.0,2015
DoD,0.0,DCAA,0.0,0.0,0.0,2015
DoD,1.0,DCMA,1.0,0.0,2.0,2015
DoD,1.0,DeCA,1.0,1.0,0.0,2015
DoD,0.0,DFAS,0.0,0.0,0.0,2015
DoD,23.0,DHA,23.0,0.0,1.0,2015
DoD,4.0,DIA,4.0,1.0,0.0,2015
DoD,0.0,DISA,0.0,0.0,0.0,2015
DoD,4.0,DLA,1.0,2.0,25.0,2015
DoD,0.0,DoD IG,0.0,0.0,0.0,2015
DoD,0.0,DoDEA,0.0,0.0,0.0,2015
DoD,0.0,DSS,0.0,0.0,0.0,2015
DoD,0.0,DTIC,0.0,0.0,0.0,2015
DoD,0.0,DTRA,0.0,3.0,2.0,2015
DoD,0.0,EUCOM,0.0,0.0,0.0,2015
DoD,0.0,JPRA,0.0,0.0,0.0,2015
DoD,34.0,NAVY,7.0,378.0,373.0,2015
DoD,0.0,NGA,0.0,0.0,0.0,2015
DoD,0.0,NGB,0.0,4.0,0.0,2015
DoD,0.0,NORTHCOM,0.0,0.0,1.0,2015
DoD,3.0,NRO,2.0,11.0,20.0,2015
DoD,30.0,NSA,6.0,12.0,0.0,2015
DoD,8.52,OSD/JS,0.0,32.0,1.0,2015
DoD,0.0,PACOM,0.0,0.0,97.0,2015
DoD,1.0,SOCOM,1.0,15.0,4.0,2015
DoD,1.0,SOUTHCOM,1.0,2.0,0.0,2015
DoD,0.0,STRATCOM,0.0,0.0,0.0,2015
DoD,353.0,TRANSCOM,49.0,0.0,19.0,2015
DOE,0.38,BPA,1.0,16.0,39.0,2015
DOE,,CBFO,,0.0,0.0,2015
DOE,0.29,CH,1.0,5.0,2.0,2015
DOE,1.0,EMCBC,1.0,3.0,4.0,2015
DOE,0.75,GFO,1.0,2.0,18.0,2015
DOE,5.74,HQ,4.0,31.0,104.0,2015
DOE,,ID,,0.0,0.0,2015
DOE,,NETL,,0.0,0.0,2015
DOE,93.8,NNSA,1.0,8.0,12.0,2015
DOE,,NR,,0.0,0.0,2015
DOE,,NRLFO,,0.0,0.0,2015
DOE,1.0,ORO,1.0,0.0,11.0,2015
DOE,,OSTI,,0.0,0.0,2015
DOE,1.22,ROO,1.0,7.0,2.0,2015
DOE,5.58,SEPA,7.5,0.0,12.0,2015
DOE,,SPR,,0.0,0.0,2015
DOE,1.0,SRO,1.0,0.0,4.0,2015
DOE,,SWPA,,0.0,0.0,2015
DOE,1.0,WAPA,1.0,0.0,1.0,2015
DOI,6.0,BIA,1.0,12.0,25.0,2015
DOI,4.0,BLM,1.0,13.0,152.0,2015
DOI,3.0,BOEM,1.0,1.0,6.0,2015
DOI,3.0,BOR,1.0,10.0,28.0,2015
DOI,2.0,BSEE,1.0,0.0,16.0,2015
DOI,8.0,FWS,1.0,5.0,211.0,2015
DOI,7.0,NPS,1.0,15.0,89.0,2015
DOI,1.0,OIG,1.0,1.0,13.0,2015
DOI,9.0,OS,4.0,2.0,6.0,2015
DOI,1.0,OSM,1.0,0.0,5.0,2015
DOI,15.0,SOL,15.0,0.0,1.0,2015
DOI,1.0,USGS,1.0,0.0,60.0,2015
DOJ,,Office of the AG,,0.0,0.0,2015
DOJ,,Office of the DAG,,0.0,0.0,2015
DOJ,,Office of the Assoc. AG,,0.0,0.0,2015
DOJ,1.0,Antitrust,1.0,4.0,0.0,2015
DOJ,157.13,ATF,160.5,12.0,4.0,2015
DOJ,31.7,BOP,8.0,32.0,21.0,2015
DOJ,10.25,Civil,3.0,0.0,16.0,2015
DOJ,,Civil Rights,,0.0,0.0,2015
DOJ,3.5,COPS,5.0,0.0,12.0,2015
DOJ,1.67,Criminal,1.0,3.0,0.0,2015
DOJ,,CRS,,0.0,0.0,2015
DOJ,5.0,DEA,1.0,80.0,3.0,2015
DOJ,124.0,ENRD,124.0,0.0,2.0,2015
DOJ,24.62,EOIR,7.0,3.0,10.0,2015
DOJ,1.0,EOUSA,1.0,17.0,0.0,2015
DOJ,33.0,EOUST,12.0,6.0,2.0,2015
DOJ,17.68,FBI,5.0,558.0,33.0,2015
DOJ,,FCSC,,0.0,0.0,2015
DOJ,,JMD,,0.0,0.0,2015
DOJ,45.89,NSD,5.0,4.0,5.0,2015
DOJ,,OCDETF,,0.0,0.0,2015
DOJ,,OIG,,0.0,0.0,2015
DOJ,1.0,OIP,1.0,2.0,0.0,2015
DOJ,,OJP,,0.0,0.0,2015
DOJ,,OLA,,0.0,0.0,2015
DOJ,9.5,OLC,9.5,2.0,0.0,2015
DOJ,,OLP,,0.0,0.0,2015
DOJ,5.5,OPR,5.5,2.0,0.0,2015
DOJ,,OSG,,0.0,0.0,2015
DOJ,,OVW,,0.0,0.0,2015
DOJ,,Pardon Attorney,,0.0,0.0,2015
DOJ,,Public Affairs,,0.0,0.0,2015
DOJ,,PRAO,,0.0,0.0,2015
DOJ,,TAX,,0.0,0.0,2015
DOJ,,USMS,,0.0,0.0,2015
DOJ,,USNCB,,0.0,0.0,2015
DOJ,,USPC,,0.0,0.0,2015
DOT,8.0,FAA,2.0,119.0,16.0,2015
DOT,10.0,FHWA,1.0,5.0,31.0,2015
DOT,,FMCSA,,0.0,0.0,2015
DOT,,FRA,,0.0,0.0,2015
DOT,,FTA,,0.0,0.0,2015
DOT,233.75,MARAD,132.5,4.0,0.0,2015
DOT,1.0,NHTSA,1.0,2.0,0.0,2015
DOT,1.0,OIG,1.0,3.0,2.0,2015
DOT,,OST,,0.0,0.0,2015
DOT,2.0,PHMSA,3.0,0.0,1.0,2015
DOT,,RITA,,0.0,0.0,2015
DOT,,SLSDC,,0.0,0.0,2015
ED,,OCTAE,,,1.0,2015
ED,,OSHS,,,0.0,2015
ED,,OM-OCPO,,,5.0,2015
ED,,OCTAE,,0.0,,2015
ED,,OSHS,,0.0,,2015
ED,,OM-OCPO,,9.0,,2015
ED,,OCTAE,9.0,,,2015
ED,,OM-OCPO,11.0,,,2015
ED,9.0,OCTAE,,,,2015
ED,12.29,OM-OCPO,,,,2015
ED,14.92,FSA,11.0,33.0,26.0,2015
ED,10.67,IES,11.0,3.0,0.0,2015
ED,,IES-NAGB,,0.0,0.0,2015
ED,21.72,M,12.0,30.0,42.0,2015
ED,15.5,OCFO,15.5,0.0,2.0,2015
ED,11.6,OCFO-CAM,11.0,3.0,2.0,2015
ED,4.0,OCIO,4.0,0.0,1.0,2015
ED,,OCO,,0.0,0.0,2015
ED,18.73,OCR,13.0,16.0,17.0,2015
ED,15.33,OCR-1 Boston,15.0,3.0,0.0,2015
ED,19.0,OCR-2 New York,19.0,1.0,2.0,2015
ED,1.0,OCR-3 Philadelphia,1.0,0.0,1.0,2015
ED,13.6,OCR-4 Atlanta,15.0,4.0,1.0,2015
ED,,OCR-5 Chicago,,0.0,0.0,2015
ED,11.0,OCR-6 Dallas,10.0,3.0,0.0,2015
ED,18.0,OCR-7 Kansas City,17.0,2.0,2.0,2015
ED,1.33,OCR-8 Denver,1.0,1.0,2.0,2015
ED,,OCR-9 San Francisco,,0.0,0.0,2015
ED,,OCR-10 Seattle,,0.0,0.0,2015
ED,9.6,OCR-12 Cleveland,5.0,3.0,2.0,2015
ED,19.75,OCR-Metro D.C.,15.5,3.0,1.0,2015
ED,549.0,ODS,549.0,0.0,1.0,2015
ED,12.86,OESE,13.0,5.0,2.0,2015
ED,16.0,OGC,16.0,0.0,1.0,2015
ED,6.0,OIG,6.0,2.0,0.0,2015
ED,12.85,OII,11.0,24.0,2.0,2015
ED,10.0,OLCA,10.0,0.0,1.0,2015
ED,24.12,OM,7.0,5.0,3.0,2015
ED,12.0,OPE,10.5,16.0,2.0,2015
ED,16.0,OPEPD,16.0,1.0,1.0,2015
ED,13.86,OS,13.0,1.0,6.0,2015
ED,9.0,OSERS,7.0,6.0,0.0,2015
ED,,OUS,,0.0,0.0,2015
EEOC,,ATLANTA,,0.0,23.0,2015
EEOC,,BIRMINGHAM,,0.0,1.0,2015
EEOC,,CHARLOTTE,,0.0,12.0,2015
EEOC,,CHICAGO,,0.0,16.0,2015
EEOC,,DALLAS,,0.0,8.0,2015
EEOC,,HOUSTON,,0.0,4.0,2015
EEOC,,INDIANAPOLIS,,0.0,13.0,2015
EEOC,,LOS ANGELES,,0.0,33.0,2015
EEOC,,MEMPHIS,,0.0,4.0,2015
EEOC,,MIAMI,,0.0,25.0,2015
EEOC,,NEW YORK,,2.0,15.0,2015
EEOC,,OLC/HDQ,,4.0,91.0,2015
EEOC,,PHILADELPHIA,,0.0,15.0,2015
EEOC,,PHOENIX,,0.0,6.0,2015
EEOC,,SAN FRANCISCO,,0.0,19.0,2015
EEOC,,ST. LOUIS,,0.0,3.0,2015
EEOC,,WFO,,0.0,4.0,2015
EPA,5.76,HQ,5.0,139.0,137.0,2015
EPA,6.36,Region 1,6.0,9.0,2.0,2015
EPA,6.22,Region 2,5.0,48.0,7.0,2015
EPA,5.28,Region 3,5.0,22.0,10.0,2015
EPA,5.59,Region 4,5.0,40.0,14.0,2015
EPA,6.22,Region 5,6.0,60.0,7.0,2015
EPA,6.23,Region 6,4.0,38.0,5.0,2015
EPA,3.19,Region 7,2.0,11.0,5.0,2015
EPA,3.77,Region 8,3.0,16.0,6.0,2015
EPA,6.93,Region 9,6.0,34.0,9.0,2015
EPA,6.6,Region 10,7.0,27.0,16.0,2015
Ex-Im Bank,1.5,OIG,1.5,0.0,2.0,2015
Ex-Im Bank,1.15,HQ,1.0,10.0,16.0,2015
FCA,,FCA,,0.0,0.0,2015
FCC,6.67,FCC,6.0,6.0,3.0,2015
FCSIC,,FCSIC,,0.0,0.0,2015
FDIC,1.12,FDIC,1.0,10.0,7.0,2015
FEC,1.0,FEC,1.0,0.0,2.0,2015
FERC,20.0,FERC,19.0,10.0,0.0,2015
FFIEC,,FFIEC,,0.0,0.0,2015
FHFA,0.68,FHFA-HQ,1.0,14.0,5.0,2015
FHFA,4.62,FHFA-OIG,1.0,0.0,8.0,2015
FLRA,,FSIP,,0.0,0.0,2015
FLRA,10.7,Authority,8.5,9.0,1.0,2015
FLRA,6.0,IG,6.0,0.0,2.0,2015
FLRA,,OGC,,0.0,0.0,2015
FLRA,,ATRO,,0.0,0.0,2015
FLRA,,BORO,,0.0,0.0,2015
FLRA,,CHRO,,0.0,0.0,2015
FLRA,,DARO,,0.0,0.0,2015
FLRA,,DERO,,0.0,0.0,2015
FLRA,,SFRO,,0.0,0.0,2015
FLRA,,WARO,,0.0,0.0,2015
FMC,,FMC,,0.0,0.0,2015
FMCS,,FMCS,,0.0,0.0,2015
FMSHRC,39.0,FMSHRC,39.0,0.0,1.0,2015
FOMC,6.6,FOMC,4.5,0.0,10.0,2015
FRB,8.0,FRB,6.0,3.0,0.0,2015
FRTIB,,FRTIB,,0.0,0.0,2015
FTC,9.07,FTC,6.0,13.0,2.0,2015
GSA,3.37,GSA,1.0,75.0,38.0,2015
HHS,,ACF,,0.0,0.0,2015
HHS,17.0,CMS,7.0,97.0,37.0,2015
HHS,3.0,OIG,2.0,6.0,0.0,2015
HHS,222.2,CDC,63.0,1.0,4.0,2015
HHS,41.0,FDA,14.0,21.0,36.0,2015
HHS,,HRSA,,0.0,0.0,2015
HHS,,IHS,,0.0,0.0,2015
HHS,5.0,NIH,3.0,5.0,0.0,2015
HHS,,SAMHSA,,0.0,0.0,2015
HHS,1.0,OS,1.0,2.0,4.0,2015
HHS,,OASH,,0.0,0.0,2015
HHS,,ACL,,0.0,0.0,2015
HUD,0.8,HQ,1.0,15.0,0.0,2015
HUD,0.29,OIG,1.0,7.0,0.0,2015
HUD,1.0,R01,1.0,0.0,1.0,2015
HUD,2.75,R02,0.5,4.0,0.0,2015
HUD,9.5,R03,9.5,0.0,2.0,2015
HUD,2.0,R04,1.0,1.0,3.0,2015
HUD,1.0,R05,1.0,2.0,0.0,2015
HUD,1.0,R06,1.0,0.0,1.0,2015
HUD,1.0,R07,1.0,1.0,0.0,2015
HUD,,R08,,0.0,0.0,2015
HUD,8.0,R09,8.0,0.0,1.0,2015
HUD,6.0,R0X,6.0,1.0,0.0,2015
IAF,,IAF,,0.0,0.0,2015
IMLS,0.0,IMLS,0.0,0.0,0.0,2015
LSC,17.0,OLA,17.5,0.0,4.0,2015
LSC,15.5,OIG,15.5,0.0,2.0,2015
MCC,,MCC,,0.0,0.0,2015
MSPB,,MSPB,,0.0,0.0,2015
NARA,9.17,NARA,5.0,31.0,21.0,2015
NASA,1.0,AFRC,1.0,2.0,0.0,2015
NASA,1.0,ARC,1.0,1.0,0.0,2015
NASA,,GRC,,0.0,0.0,2015
NASA,,GSFC,,0.0,0.0,2015
NASA,3.2,HQ,1.0,4.0,1.0,2015
NASA,,JPL,,0.0,0.0,2015
NASA,4.2,JSC,1.0,5.0,0.0,2015
NASA,1.29,KSC,1.0,7.0,0.0,2015
NASA,,LaRC,,0.0,0.0,2015
NASA,1.0,MSFC,1.0,9.0,0.0,2015
NASA,,NSSC,,0.0,0.0,2015
NASA,,OGC,,0.0,0.0,2015
NASA,,OIG,,0.0,0.0,2015
NASA,,SSC,,0.0,0.0,2015
NCPC,,NCPC,,0.0,0.0,2015
NCUA,5.0,NCUA,4.5,2.0,2.0,2015
NEA,,NEA,,0.0,0.0,2015
NEH,,NEH,,0.0,0.0,2015
NIGC,,NIGC,,0.0,0.0,2015
NLRB,21.0,NLRB,17.0,18.0,1.0,2015
NMB,,NMB,,0.0,0.0,2015
NRPC,1.0,NRPC,1.0,4.0,4.0,2015
NSF,34.0,OGC,16.0,1.0,1.0,2015
NSF,,OIG,,0.0,0.0,2015
NTSB,1.0,NTSB,1.0,1.0,4.0,2015
ODNI,,ODNI,,0.0,0.0,2015
OGE,,OGE,,0.0,0.0,2015
OMB,,OMB,,0.0,0.0,2015
ONDCP,10.0,ONDCP,11.0,0.0,12.0,2015
ONHIR,,ONHIR,,0.0,0.0,2015
OPIC,,OPIC,,0.0,0.0,2015
OPM,1.0,OPM,1.0,0.0,6.0,2015
OSC,0.0,OSC,0.0,0.0,0.0,2015
OSHRC,7.0,OSHRC,7.0,0.0,1.0,2015
OSTP,1.0,OSTP,1.0,0.0,2.0,2015
PBGC,6.33,PBGC,3.0,6.0,3.0,2015
PC,,FOIA Office,,0.0,0.0,2015
PC,,OIG,,0.0,0.0,2015
PCLOB,,PCLOB,,0.0,0.0,2015
PRC,20.0,PRC,20.0,0.0,1.0,2015
SBA,20.2,SBA,18.0,26.0,20.0,2015
SEC,2.05,SEC,1.0,97.0,32.0,2015
SIGAR,1.0,SIGAR,1.0,0.0,15.0,2015
SSA,8.0,SSA,13.0,4.0,0.0,2015
SSS,,SSS,,0.0,0.0,2015
State,3.43,DoS,1.0,374.0,668.0,2015
State,0.0,OIG,0.0,0.0,0.0,2015
STB,12.0,STB,10.0,1.0,3.0,2015
Treasury,1.0,BEP,1.0,1.0,2.0,2015
Treasury,2.0,DO,1.0,147.0,67.0,2015
Treasury,1.0,FinCEN,1.0,6.0,0.0,2015
Treasury,11.0,IRS,6.0,7.0,98.0,2015
Treasury,8.0,MINT,8.0,23.0,1.0,2015
Treasury,7.12,OCC,1.0,4.0,4.0,2015
Treasury,0.75,TIGTA,0.5,2.0,2.0,2015
Treasury,1.0,TTB,1.0,16.0,0.0,2015
Treasury,3.0,Fiscal Service,1.0,51.0,4.0,2015
TVA,,TVA,,0.0,0.0,2015
U.S. CPSC,1.0,U.S. CPSC,1.0,0.0,1.0,2015
U.S. DOL,61.8,ADJ BDS,68.5,4.0,0.0,2015
U.S. DOL,18.2,ALJ,5.0,14.0,5.0,2015
U.S. DOL,131.8,ASP,106.5,4.0,0.0,2015
U.S. DOL,19.4,BLS,15.0,14.0,0.0,2015
U.S. DOL,,CFO,,0.0,0.0,2015
U.S. DOL,25.6,EBSA,19.0,27.0,7.0,2015
U.S. DOL,15.9,ETA,7.0,137.0,14.0,2015
U.S. DOL,,EXEC SEC,,0.0,0.0,2015
U.S. DOL,124.6,ILAB,69.0,0.0,5.0,2015
U.S. DOL,41.4,MSHA,30.0,14.0,40.0,2015
U.S. DOL,80.2,OASAM,84.0,11.0,11.0,2015
U.S. DOL,139.8,OCIA,83.5,0.0,8.0,2015
U.S. DOL,52.3,ODEP,38.0,2.0,1.0,2015
U.S. DOL,48.4,OFCCP,13.0,31.0,1.0,2015
U.S. DOL,4.0,OIG,4.0,0.0,18.0,2015
U.S. DOL,20.4,OLMS,22.0,15.0,10.0,2015
U.S. DOL,18.8,OPA,17.0,4.0,0.0,2015
U.S. DOL,46.7,OSEC,34.0,2.0,24.0,2015
U.S. DOL,49.8,OSHA,10.0,330.0,216.0,2015
U.S. DOL,34.3,OWCP,24.0,42.0,23.0,2015
U.S. DOL,71.8,SOL,32.0,19.0,2.0,2015
U.S. DOL,50.2,VETS,31.5,5.0,7.0,2015
U.S. DOL,19.0,WB,19.0,2.0,0.0,2015
U.S. DOL,56.5,WHD,19.0,303.0,119.0,2015
