Agency,Component,Description,No. of Times Used,Total,Year
NASA,OGC,0,0,0.0,2010
NASA,ARC,Not a proper FOIA request for some other reason,1,2.0,2010
NASA,ARC,Referrals,1,2.0,2010
NASA,DFRC,Not a proper FOIA request for some other reason,2,3.0,2010
NASA,DFRC,Referrals,1,3.0,2010
NASA,GRC,Not a proper FOIA request for some other reason,1,4.0,2010
NASA,GRC,Referrals,3,4.0,2010
NASA,GSFC,Referrals,11,11.0,2010
NASA,JSC,Referrals,8,10.0,2010
NASA,JSC,Not a proper FOIA request for some other reason,1,10.0,2010
NASA,JSC,Not an agency record,1,10.0,2010
NASA,LaRC,Referrals,11,12.0,2010
NASA,LaRC,Not a proper FOIA request for some other reason,1,12.0,2010
NASA,MSFC,Not a proper FOIA request for some other reason,1,4.0,2010
NASA,MSFC,Referrals,3,4.0,2010
NASA,JPL,Not a proper FOIA request for some other reason,4,14.0,2010
NASA,JPL,Referrals,7,14.0,2010
NASA,JPL,Not an agency record,3,14.0,2010
NASA,NSSC,Referrals,3,5.0,2010
NASA,NSSC,Not an agency record,1,5.0,2010
NASA,NSSC,Not a proper FOIA request for some other reason,1,5.0,2010
NASA,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
NASA,OIG,Referrals,2,3.0,2010
NASA,SSC,Referrals,1,1.0,2010
NASA,KSC,Not a proper FOIA request for some other reason,2,8.0,2010
NASA,KSC,Referrals,6,8.0,2010
NASA,OIG,Request Misdirected,2,4.0,2010
NASA,OIG,Verification of Identity Not Provided,2,4.0,2010
NASA,OIG,Records Publicly Available,1,6.0,2010
NASA,OIG,Coordinated by Another Office,1,6.0,2010
NASA,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
NASA,OIG,Defer to other Agency recommendation,1,6.0,2010
NASA,OIG,Unable to locate requester,2,6.0,2010
NASA,OGC,Litigation,4,4.0,2010
NASA,OIG,,0,0.0,2010
NASA,OIG,Records located were not responsive to the request.,2,2.0,2010
NASA,HQ,Glomar,1,4.0,2010
NASA,HQ,File Review,1,4.0,2010
NASA,HQ,Litigation,2,4.0,2010
NASA,OIG,Enjoined from Release by Court Order,2,22.0,2010
NASA,OIG,Records on OIG Website,8,22.0,2010
NASA,OIG,No Response from Requestor,7,22.0,2010
NASA,OIG,Administratively Closed,5,22.0,2010
NASA,OGC,0,0,0.0,2010
NASA,HQ,Records lost of destroyed,184,353.0,2010
NASA,HQ,Referred to the web,106,353.0,2010
NASA,HQ,Moot,1,353.0,2010
NASA,HQ,,0,353.0,2010
NASA,HQ,Cancelled,60,353.0,2010
NASA,HQ,Glomar,2,353.0,2010
NASA,OIG,0,0,0.0,2010
NASA,OIG,No authorization to release records,4,6.0,2010
NASA,OIG,Glomarization,2,6.0,2010
NASA,OGC,Requester left no forwarding address,1,1.0,2010
NASA,HQ,Clarification and no longer interest,242,242.0,2010
NASA,OIG,Clarification and no longer interest,3,3.0,2010
NASA,HQ,Not an agency record,1,53.0,2010
NASA,HQ,Not a proper FOIA request for some other reason,4,53.0,2010
NASA,HQ,Referrals,48,53.0,2010
NASA,HQ,"Deficient - Original signature, notarization, etc.",10,10.0,2010
NASA,OGC,records retired to NARA,1,7.0,2010
NASA,OGC,records previously provided under case 10-226F,1,7.0,2010
NASA,OGC,too broad.,1,7.0,2010
NASA,OGC,unable to locate records.,4,7.0,2010
NASA,HQ,Not a proper FOIA request for some other reason,4,12.0,2010
NASA,HQ,Not an agency record,8,12.0,2010
NASA,OIG,,0,0.0,2010
NSF,OIG,,0,0.0,2010
NSF,OIG,Request referred to another DOT component,5,5.0,2010
NSF,OGC,0,0,0.0,2010
NSF,OIG,Referrals,2,3.0,2010
NSF,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
NSF,OIG,Verification of Identity Not Provided,2,4.0,2010
NSF,OIG,Request Misdirected,2,4.0,2010
NSF,OIG,Defer to other Agency recommendation,1,6.0,2010
NSF,OIG,Unable to locate requester,2,6.0,2010
NSF,OIG,Records Publicly Available,1,6.0,2010
NSF,OIG,Coordinated by Another Office,1,6.0,2010
NSF,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
NSF,OGC,Litigation,4,4.0,2010
NSF,OIG,,0,0.0,2010
NSF,OIG,Records located were not responsive to the request.,2,2.0,2010
NSF,OIG,Administratively Closed,5,22.0,2010
NSF,OIG,Enjoined from Release by Court Order,2,22.0,2010
NSF,OIG,Records on OIG Website,8,22.0,2010
NSF,OIG,No Response from Requestor,7,22.0,2010
NSF,OGC,0,0,0.0,2010
NSF,OIG,0,0,0.0,2010
NSF,OIG,Glomarization,2,6.0,2010
NSF,OIG,No authorization to release records,4,6.0,2010
NSF,OGC,Requester left no forwarding address,1,1.0,2010
NSF,OIG,Clarification and no longer interest,3,3.0,2010
NSF,OGC,too broad.,1,7.0,2010
NSF,OGC,unable to locate records.,4,7.0,2010
NSF,OGC,records retired to NARA,1,7.0,2010
NSF,OGC,records previously provided under case 10-226F,1,7.0,2010
NSF,OIG,,0,0.0,2010
NTSB,HQ,,0,0.0,2010
NTSB,HQ,File Review,1,4.0,2010
NTSB,HQ,Litigation,2,4.0,2010
NTSB,HQ,Glomar,1,4.0,2010
NTSB,HQ,Records lost of destroyed,184,353.0,2010
NTSB,HQ,Referred to the web,106,353.0,2010
NTSB,HQ,Moot,1,353.0,2010
NTSB,HQ,,0,353.0,2010
NTSB,HQ,Cancelled,60,353.0,2010
NTSB,HQ,Glomar,2,353.0,2010
NTSB,HQ,Clarification and no longer interest,242,242.0,2010
NTSB,HQ,Not an agency record,1,53.0,2010
NTSB,HQ,Not a proper FOIA request for some other reason,4,53.0,2010
NTSB,HQ,Referrals,48,53.0,2010
NTSB,HQ,"Deficient - Original signature, notarization, etc.",10,10.0,2010
NTSB,HQ,Not a proper FOIA request for some other reason,4,12.0,2010
NTSB,HQ,Not an agency record,8,12.0,2010
ONDCP,OLC,Misdirected by Another Agency/Component,1,1.0,2010
ONDCP,OLC,,0,0.0,2010
PC,OIG,,0,0.0,2010
PC,OIG,Request referred to another DOT component,5,5.0,2010
PC,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
PC,OIG,Referrals,2,3.0,2010
PC,OIG,Request Misdirected,2,4.0,2010
PC,OIG,Verification of Identity Not Provided,2,4.0,2010
PC,OIG,Records Publicly Available,1,6.0,2010
PC,OIG,Coordinated by Another Office,1,6.0,2010
PC,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
PC,OIG,Defer to other Agency recommendation,1,6.0,2010
PC,OIG,Unable to locate requester,2,6.0,2010
PC,OIG,,0,0.0,2010
PC,OIG,Records located were not responsive to the request.,2,2.0,2010
PC,OIG,Enjoined from Release by Court Order,2,22.0,2010
PC,OIG,Records on OIG Website,8,22.0,2010
PC,OIG,No Response from Requestor,7,22.0,2010
PC,OIG,Administratively Closed,5,22.0,2010
PC,OIG,0,0,0.0,2010
PC,OIG,No authorization to release records,4,6.0,2010
PC,OIG,Glomarization,2,6.0,2010
PC,OIG,Clarification and no longer interest,3,3.0,2010
PC,OIG,,0,0.0,2010
SEC,HQ,,0,0.0,2010
SEC,HQ,Glomar,1,4.0,2010
SEC,HQ,File Review,1,4.0,2010
SEC,HQ,Litigation,2,4.0,2010
SEC,HQ,Cancelled,60,353.0,2010
SEC,HQ,Glomar,2,353.0,2010
SEC,HQ,Records lost of destroyed,184,353.0,2010
SEC,HQ,Referred to the web,106,353.0,2010
SEC,HQ,Moot,1,353.0,2010
SEC,HQ,,0,353.0,2010
SEC,HQ,Clarification and no longer interest,242,242.0,2010
SEC,HQ,Referrals,48,53.0,2010
SEC,HQ,Not an agency record,1,53.0,2010
SEC,HQ,Not a proper FOIA request for some other reason,4,53.0,2010
SEC,HQ,"Deficient - Original signature, notarization, etc.",10,10.0,2010
SEC,HQ,Not a proper FOIA request for some other reason,4,12.0,2010
SEC,HQ,Not an agency record,8,12.0,2010
State,OIG,,0,0.0,2010
State,DoS,Multiple reasons apply from previous chart,37,37.0,2010
State,DoS,Undecided,0,37.0,2010
State,OIG,Request referred to another DOT component,5,5.0,2010
State,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
State,OIG,Referrals,2,3.0,2010
State,OIG,Verification of Identity Not Provided,2,4.0,2010
State,OIG,Request Misdirected,2,4.0,2010
State,OIG,Defer to other Agency recommendation,1,6.0,2010
State,OIG,Unable to locate requester,2,6.0,2010
State,OIG,Records Publicly Available,1,6.0,2010
State,OIG,Coordinated by Another Office,1,6.0,2010
State,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
State,OIG,,0,0.0,2010
State,OIG,Records located were not responsive to the request.,2,2.0,2010
State,OIG,Administratively Closed,5,22.0,2010
State,OIG,Enjoined from Release by Court Order,2,22.0,2010
State,OIG,Records on OIG Website,8,22.0,2010
State,OIG,No Response from Requestor,7,22.0,2010
State,OIG,0,0,0.0,2010
State,OIG,No authorization to release records,4,6.0,2010
State,OIG,Glomarization,2,6.0,2010
State,OIG,Clarification and no longer interest,3,3.0,2010
State,OIG,,0,0.0,2010
Treasury,DO,"No response to ""Still Interested Letter""",20,34.0,2010
Treasury,DO,Records previously furnished,2,34.0,2010
Treasury,DO,Requester referred online,11,34.0,2010
Treasury,DO,Glomar response,1,34.0,2010
Treasury,TTB,,0,0.0,2010
Treasury,OCC,other reason,2,84.0,2010
Treasury,OCC,Handled via telephone,21,84.0,2010
Treasury,OCC,Records previously furnished,6,84.0,2010
Treasury,OCC,No records due to retention schedule,2,84.0,2010
Treasury,OCC,Records misplaced,10,84.0,2010
Treasury,OCC,Not a FOIA request,16,84.0,2010
Treasury,OCC,Closed without determination,27,84.0,2010
Treasury,BEP,,0,0.0,2010
Treasury,FMS,Referred to FMS in error,4,14.0,2010
Treasury,FMS,Need date range to search,4,14.0,2010
Treasury,FMS,Need payee ID to search,1,14.0,2010
Treasury,FMS,Available online,2,14.0,2010
Treasury,FMS,Proessing would interfer with FMS' accounting system,1,14.0,2010
Treasury,FMS,Available next month,2,14.0,2010
Treasury,IRS,,0,0.0,2010
Treasury,MINT,,0,0.0,2010
Treasury,BPD,,0,0.0,2010
Treasury,OTS,Requester referred online,26,26.0,2010
Treasury,TIGTA,,0,0.0,2010
Treasury,FinCEN,,0,0.0,2010
U.S. DOL,OIG,,0,0.0,2010
U.S. DOL,OIG,Request referred to another DOT component,5,5.0,2010
U.S. DOL,OIG,Referrals,2,3.0,2010
U.S. DOL,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
U.S. DOL,OIG,Request Misdirected,2,4.0,2010
U.S. DOL,OIG,Verification of Identity Not Provided,2,4.0,2010
U.S. DOL,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
U.S. DOL,OIG,Defer to other Agency recommendation,1,6.0,2010
U.S. DOL,OIG,Unable to locate requester,2,6.0,2010
U.S. DOL,OIG,Records Publicly Available,1,6.0,2010
U.S. DOL,OIG,Coordinated by Another Office,1,6.0,2010
U.S. DOL,OIG,,0,0.0,2010
U.S. DOL,SOL,Assigned to other bureau/office for response,1,2.0,2010
U.S. DOL,SOL,Request administratively closed,1,2.0,2010
U.S. DOL,ALJ,Transcripts not yet in OALJ?s possession,4,4.0,2010
U.S. DOL,ASP,Agency previously responded.,21,21.0,2010
U.S. DOL,EBSA,"During FY 2010, EBSA made available on-line the full data set of Form 5500 data.  Requests for this data were denied after it was made available on-line. Requesters were informed fo the URL where the data is posted.",58,58.0,2010
U.S. DOL,ETA,Lower Level Office Duplicate Deletions.,111,111.0,2010
U.S. DOL,OSHA,Agency is not required to reformat document requester is requesting.,1,1.0,2010
U.S. DOL,OIG,Records located were not responsive to the request.,2,2.0,2010
U.S. DOL,SOL,SOL was consulted to review and provide advice only.  No processing required by SOL Staff.,1,1.0,2010
U.S. DOL,VETS,Addressed by Another Region.,2,3.0,2010
U.S. DOL,VETS,Open Case Investigation.,1,3.0,2010
U.S. DOL,OIG,Administratively Closed,5,22.0,2010
U.S. DOL,OIG,Enjoined from Release by Court Order,2,22.0,2010
U.S. DOL,OIG,Records on OIG Website,8,22.0,2010
U.S. DOL,OIG,No Response from Requestor,7,22.0,2010
U.S. DOL,OIG,0,0,0.0,2010
U.S. DOL,OIG,No authorization to release records,4,6.0,2010
U.S. DOL,OIG,Glomarization,2,6.0,2010
U.S. DOL,OSEC,,0,0.0,2010
U.S. DOL,OWCP,Not requests for information,34,34.0,2010
U.S. DOL,WHD,Duplicate Assignments,23,23.0,2010
U.S. DOL,OIG,Clarification and no longer interest,3,3.0,2010
U.S. DOL,OIG,,0,0.0,2010
US RRB,OIG,,0,0.0,2010
US RRB,OIG,Request referred to another DOT component,5,5.0,2010
US RRB,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
US RRB,OIG,Referrals,2,3.0,2010
US RRB,OIG,Request Misdirected,2,4.0,2010
US RRB,OIG,Verification of Identity Not Provided,2,4.0,2010
US RRB,OIG,Records Publicly Available,1,6.0,2010
US RRB,OIG,Coordinated by Another Office,1,6.0,2010
US RRB,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
US RRB,OIG,Defer to other Agency recommendation,1,6.0,2010
US RRB,OIG,Unable to locate requester,2,6.0,2010
US RRB,OIG,,0,0.0,2010
US RRB,OIG,Records located were not responsive to the request.,2,2.0,2010
US RRB,OIG,Enjoined from Release by Court Order,2,22.0,2010
US RRB,OIG,Records on OIG Website,8,22.0,2010
US RRB,OIG,No Response from Requestor,7,22.0,2010
US RRB,OIG,Administratively Closed,5,22.0,2010
US RRB,RRB,0,0,0.0,2010
US RRB,OIG,0,0,0.0,2010
US RRB,OIG,No authorization to release records,4,6.0,2010
US RRB,OIG,Glomarization,2,6.0,2010
US RRB,OIG,Clarification and no longer interest,3,3.0,2010
US RRB,OIG,,0,0.0,2010
USDA,OIG,,0,0.0,2010
USDA,OIG,Request referred to another DOT component,5,5.0,2010
USDA,OGC,0,0,0.0,2010
USDA,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
USDA,OIG,Referrals,2,3.0,2010
USDA,OIG,Request Misdirected,2,4.0,2010
USDA,OIG,Verification of Identity Not Provided,2,4.0,2010
USDA,OIG,Records Publicly Available,1,6.0,2010
USDA,OIG,Coordinated by Another Office,1,6.0,2010
USDA,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
USDA,OIG,Defer to other Agency recommendation,1,6.0,2010
USDA,OIG,Unable to locate requester,2,6.0,2010
USDA,OGC,Litigation,4,4.0,2010
USDA,OIG,,0,0.0,2010
USDA,OIG,Records located were not responsive to the request.,2,2.0,2010
USDA,OIG,Enjoined from Release by Court Order,2,22.0,2010
USDA,OIG,Records on OIG Website,8,22.0,2010
USDA,OIG,No Response from Requestor,7,22.0,2010
USDA,OIG,Administratively Closed,5,22.0,2010
USDA,OGC,0,0,0.0,2010
USDA,OIG,0,0,0.0,2010
USDA,APHIS,Litigation,2,32.0,2010
USDA,APHIS,Refer to the web for records,30,32.0,2010
USDA,FNCS,,0,0.0,2010
USDA,OIG,No authorization to release records,4,6.0,2010
USDA,OIG,Glomarization,2,6.0,2010
USDA,FSA,Glomar response,8,38.0,2010
USDA,FSA,Requester referred to public website,10,38.0,2010
USDA,FSA,Requester failed to provide adequate mailing address,2,38.0,2010
USDA,FSA,Records not available in format requested,18,38.0,2010
USDA,OCFO,,0,0.0,2010
USDA,DM,,0,0.0,2010
USDA,NRCS,,0,0.0,2010
USDA,AMS,,0,0.0,2010
USDA,OGC,Requester left no forwarding address,1,1.0,2010
USDA,RD,,0,0.0,2010
USDA,REE,Not FOIA request,3,3.0,2010
USDA,RMA,,0,0.0,2010
USDA,FAS,,0,0.0,2010
USDA,OBPA,,0,0.0,2010
USDA,GIPSA,Glomar,0,4.0,2010
USDA,GIPSA,Administratively Closed,4,4.0,2010
USDA,FS,Records Publicly Available,5,15.0,2010
USDA,FS,No 3rd Part Permission to Release Records,3,15.0,2010
USDA,FS,Glomar,6,15.0,2010
USDA,FS,Legal review,1,15.0,2010
USDA,ASCR,,0,0.0,2010
USDA,OSEC,,0,0.0,2010
USDA,FSIS,Requestor referred to public website,8,8.0,2010
USDA,NAD,,0,0.0,2010
USDA,OIG,Clarification and no longer interest,3,3.0,2010
USDA,OGC,unable to locate records.,4,7.0,2010
USDA,OGC,records retired to NARA,1,7.0,2010
USDA,OGC,records previously provided under case 10-226F,1,7.0,2010
USDA,OGC,too broad.,1,7.0,2010
USDA,OIG,,0,0.0,2010
USPS,OIG,,0,0.0,2010
USPS,OIG,Request referred to another DOT component,5,5.0,2010
USPS,OIG,Not a proper FOIA request for some other reason,1,3.0,2010
USPS,OIG,Referrals,2,3.0,2010
USPS,OIG,Request Misdirected,2,4.0,2010
USPS,OIG,Verification of Identity Not Provided,2,4.0,2010
USPS,OIG,Nonresponsive to Requests for Additional Information,1,6.0,2010
USPS,OIG,Defer to other Agency recommendation,1,6.0,2010
USPS,OIG,Unable to locate requester,2,6.0,2010
USPS,OIG,Records Publicly Available,1,6.0,2010
USPS,OIG,Coordinated by Another Office,1,6.0,2010
USPS,OIG,,0,0.0,2010
USPS,OIG,Records located were not responsive to the request.,2,2.0,2010
USPS,OIG,No Response from Requestor,7,22.0,2010
USPS,OIG,Administratively Closed,5,22.0,2010
USPS,OIG,Enjoined from Release by Court Order,2,22.0,2010
USPS,OIG,Records on OIG Website,8,22.0,2010
USPS,OIG,0,0,0.0,2010
USPS,OIG,Glomarization,2,6.0,2010
USPS,OIG,No authorization to release records,4,6.0,2010
USPS,OIG,Clarification and no longer interest,3,3.0,2010
USPS,PS,Non-responsive record material,30,54.0,2010
USPS,PS,Remanded,1,54.0,2010
USPS,PS,In Litigation,1,54.0,2010
USPS,PS,Duplicate pages,2,54.0,2010
USPS,PS,Referral Pages,20,54.0,2010
USPS,OIG,,0,0.0,2010
USPS,PIS,Referral Pages,2,2.0,2010
VA,IG,0,0,0.0,2010
VA,BVA,Not an agency record,1,4.0,2010
VA,BVA,Not a proper FOIA request for some other reason,2,4.0,2010
VA,BVA,Referrals,1,4.0,2010
VA,CFM,Not an agency record,3,8.0,2010
VA,CFM,Not a proper FOIA request for some other reason,4,8.0,2010
VA,CFM,Referrals,1,8.0,2010
VA,GC,Not a proper FOIA request for some other reason,1,1.0,2010
VA,IG,Not a proper FOIA request for some other reason,10,28.0,2010
VA,IG,Not an agency record,11,28.0,2010
VA,IG,Referrals,7,28.0,2010
VA,NCA,Not a proper FOIA request for some other reason,2,4.0,2010
VA,NCA,Referrals,2,4.0,2010
VA,OAL,Not a proper FOIA request for some other reason,1,4.0,2010
VA,OAL,Referrals,3,4.0,2010
VA,OASP&IA,Not a proper FOIA request for some other reason,1,1.0,2010
VA,OF,Referrals,1,1.0,2010
VA,OI&T,Not an agency record,13,42.0,2010
VA,OI&T,Not a proper FOIA request for some other reason,29,42.0,2010
VA,PA,Referrals,1,1.0,2010
VA,VBA,Not an agency record,6,1071.0,2010
VA,VBA,Not a proper FOIA request for some other reason,180,1071.0,2010
VA,VBA,Requestor died before request was completed,4,1071.0,2010
VA,VBA,Referrals,881,1071.0,2010
VA,VHA,Not an agency record,11,500.0,2010
VA,VHA,Subsumed by litigation,5,500.0,2010
VA,VHA,Glomar response,4,500.0,2010
VA,VHA,Requestor died before request was completed,30,500.0,2010
VA,VHA,Referrals,40,500.0,2010
VA,VHA,Not a proper FOIA request for some other reason,410,500.0,2010
VA,MGMT,Records Publicly Available,6,6.0,2010
CNCS,OIG,,0,0.0,2011
CNCS,OIG,,0,0.0,2011
CNCS,OIG,Transferred within DOT,3,3.0,2011
CNCS,OIG,,0,0.0,2011
CNCS,OIG,Requester Address Not Provided Upon Request,1,8.0,2011
CNCS,OIG,Verification of Identity Not Provided,7,8.0,2011
CNCS,OIG,Unable to locate requester,2,2.0,2011
CNCS,OIG,Not applicable.,0,0.0,2011
CNCS,OIG,Records located were not responsive to the request,3,3.0,2011
CNCS,OIG,No response to still interested letter.,18,20.0,2011
CNCS,OIG,Administrative Closures,2,20.0,2011
CNCS,OIG,,0,0.0,2011
CNCS,OIG,,0,0.0,2011
CNCS,OIG,,0,0.0,2011
CNCS,OIG,Glomarization,13,20.0,2011
CNCS,OIG,No authorization to release records,7,20.0,2011
CNCS,OIG,,0,0.0,2011
CSOSA,HQ,,0,0.0,2011
CSOSA,HQ,Litigation,7,8.0,2011
CSOSA,HQ,Other,0,8.0,2011
CSOSA,HQ,File Review,1,8.0,2011
CSOSA,HQ,,0,0.0,2011
CSOSA,HQ,,0,0.0,2011
CSOSA,HQ,,0,0.0,2011
DHS,OIG,,0,0.0,2011
DHS,OLA,Referred Records Improperly Directed,1,6.0,2011
DHS,OLA,Directed requester to another agency or entity,3,6.0,2011
DHS,OLA,Referred Records Not Responsive,2,6.0,2011
DHS,OIG,,0,0.0,2011
DHS,OIG,Transferred within DOT,3,3.0,2011
DHS,OGC,,0,0.0,2011
DHS,OIG,,0,0.0,2011
DHS,OIG,Verification of Identity Not Provided,7,8.0,2011
DHS,OIG,Requester Address Not Provided Upon Request,1,8.0,2011
DHS,Mgmt,,0,0.0,2011
DHS,CBP,Records Publicly Available,45,65.0,2011
DHS,CBP,Unable to locate requester,11,65.0,2011
DHS,CBP,Coordinated by Another Office,9,65.0,2011
DHS,CRCL,,0,0.0,2011
DHS,FEMA,Nonresponsive to Requests for Additional Information,73,73.0,2011
DHS,FLETC,Coordinated by Another Office,1,1.0,2011
DHS,I&A,,0,0.0,2011
DHS,ICE,Litigation,10,74.0,2011
DHS,ICE,Lost File,1,74.0,2011
DHS,ICE,Fugitive,63,74.0,2011
DHS,MGMT,Records Publicly Available,2,2.0,2011
DHS,NPPD,Records Publicly Available,9,9.0,2011
DHS,OIG,Unable to locate requester,2,2.0,2011
DHS,OGC,,0,0.0,2011
DHS,OPS,,0,0.0,2011
DHS,PLCY,Sent in error,1,1.0,2011
DHS,PRIV,Records Publicly Available,14,36.0,2011
DHS,PRIV,Aggregated,13,36.0,2011
DHS,PRIV,Sent in error,5,36.0,2011
DHS,PRIV,Litigation,4,36.0,2011
DHS,S&T,,0,0.0,2011
DHS,TSA,Glomar Responses,14,187.0,2011
DHS,TSA,Nonresponsive to Requests for Additional Information,170,187.0,2011
DHS,TSA,Records Publicly Available,3,187.0,2011
DHS,USCG,Nonresponsive to Requests for Additional Information,51,51.0,2011
DHS,USCIS,Unable to Locate Records,64,64.0,2011
DHS,USSS,Statute of Limitation Past,15,30.0,2011
DHS,USSS,Records Publicly Available,1,30.0,2011
DHS,USSS,Unable to locate requester,3,30.0,2011
DHS,USSS,Information illegible,1,30.0,2011
DHS,USSS,Requester Refused Letter,10,30.0,2011
DHS,US-VISIT,Coordinated by Another Office,3,3.0,2011
DHS,OIG,Not applicable.,0,0.0,2011
DHS,OPA,,0,0.0,2011
DHS,CFO,,0,0.0,2011
DHS,OIG,Records located were not responsive to the request,3,3.0,2011
DHS,OIG,No response to still interested letter.,18,20.0,2011
DHS,OIG,Administrative Closures,2,20.0,2011
DHS,OGC,,0,0.0,2011
DHS,OIG,,0,0.0,2011
DHS,OIG,,0,0.0,2011
DHS,OIG,,0,0.0,2011
DHS,OIG,No authorization to release records,7,20.0,2011
DHS,OIG,Glomarization,13,20.0,2011
DHS,OGC,Requests relate to litigation; administratively closed,2,3.0,2011
DHS,OGC,Records referred from another agency but were non-responsive,1,3.0,2011
DHS,OIG,,0,0.0,2011
DHS,OGC,,0,0.0,2011
DHS,OGC,,0,0.0,2011
DNFSB,OGC,,0,0.0,2011
DNFSB,OGC,,0,0.0,2011
DNFSB,OGM,,0,0.0,2011
DNFSB,OGC,,0,0.0,2011
DNFSB,OGC,Requests relate to litigation; administratively closed,2,3.0,2011
DNFSB,OGC,Records referred from another agency but were non-responsive,1,3.0,2011
DNFSB,OGC,,0,0.0,2011
DNFSB,OGC,,0,0.0,2011
DOC,OIG,,0,0.0,2011
DOC,OIG,,0,0.0,2011
DOC,OIG,Transferred within DOT,3,3.0,2011
DOC,OIG,,0,0.0,2011
DOC,OS,,0,0.0,2011
DOC,BIS,,0,0.0,2011
DOC,Census,Publicly Available Information,54,54.0,2011
DOC,EDA,,0,0.0,2011
DOC,ESA,,0,0.0,2011
DOC,ITA,,0,0.0,2011
DOC,MBDA,,0,0.0,2011
DOC,NIST,Requester Consolidated Two FOIA Requests into One,1,2.0,2011
DOC,NIST,NIST FOIA Request Duplicative of FOIA Request Received and Prepared by the Department FOIA Office (NIST Response Consolidated with Department Response),1,2.0,2011
